-2.4	-2.3	15	20	1.81675	1.3165	1.3165
-2.4	-2.3	20	25	1.28118	0.0629924	0.0629924
-2.4	-2.3	25	30	1.06316	0.0181211	0.0181211
-2.4	-2.3	30	35	1.05777	0.0140573	0.0140573
-2.4	-2.3	35	40	1.04878	0.0119936	0.0119936
-2.4	-2.3	40	45	1.04195	0.0114027	0.0114027
-2.4	-2.3	45	1000	1.02604	0.0105001	0.0105001
-2.3	-2.2	15	20	0.270972	0.252868	0.252868
-2.3	-2.2	20	25	1.20668	0.0482543	0.0482543
-2.3	-2.2	25	30	1.10838	0.0138364	0.0138364
-2.3	-2.2	30	35	1.11106	0.0105957	0.0105957
-2.3	-2.2	35	40	1.06263	0.00863104	0.00863104
-2.3	-2.2	40	45	1.05272	0.00792833	0.00792833
-2.3	-2.2	45	1000	1.0566	0.0074996	0.0074996
-2.2	-2.1	15	20	0.693499	0.727851	0.727851
-2.2	-2.1	20	25	1.29677	0.0582559	0.0582559
-2.2	-2.1	25	30	1.17222	0.016679	0.016679
-2.2	-2.1	30	35	1.13789	0.0127867	0.0127867
-2.2	-2.1	35	40	1.10806	0.0107238	0.0107238
-2.2	-2.1	40	45	1.11624	0.010118	0.010118
-2.2	-2.1	45	1000	1.1019	0.00941515	0.00941515
-2.1	-2	15	20	0.667494	0.700558	0.700558
-2.1	-2	20	25	1.09749	0.0366652	0.0366652
-2.1	-2	25	30	1.03017	0.00904669	0.00904669
-2.1	-2	30	35	1.02096	0.00693157	0.00693157
-2.1	-2	35	40	1.01857	0.00587563	0.00587563
-2.1	-2	40	45	1.01383	0.00519412	0.00519412
-2.1	-2	45	1000	1.01642	0.00469464	0.00469464
-2	-1.85	15	20	0	0	0
-2	-1.85	20	25	0.992285	0.0244474	0.0244474
-2	-1.85	25	30	0.975357	0.00554445	0.00554445
-2	-1.85	30	35	0.990695	0.00429171	0.00429171
-2	-1.85	35	40	0.987391	0.00353536	0.00353536
-2	-1.85	40	45	0.985819	0.0030953	0.0030953
-2	-1.85	45	1000	0.984915	0.00273088	0.00273088
-1.85	-1.75	15	20	0.536723	0.417016	0.417016
-1.85	-1.75	20	25	0.929921	0.0305239	0.0305239
-1.85	-1.75	25	30	0.953023	0.00826734	0.00826734
-1.85	-1.75	30	35	0.956385	0.00642558	0.00642558
-1.85	-1.75	35	40	0.958423	0.0053972	0.0053972
-1.85	-1.75	40	45	0.95742	0.0046614	0.0046614
-1.85	-1.75	45	1000	0.960439	0.00425198	0.00425198
-1.75	-1.6	15	20	1.41525	1.29274	1.29274
-1.75	-1.6	20	25	1.01449	0.0259428	0.0259428
-1.75	-1.6	25	30	0.986289	0.00594931	0.00594931
-1.75	-1.6	30	35	0.988055	0.00472868	0.00472868
-1.75	-1.6	35	40	1.00141	0.00396723	0.00396723
-1.75	-1.6	40	45	0.993663	0.00335482	0.00335482
-1.75	-1.6	45	1000	0.991309	0.00299328	0.00299328
-1.6	-1.5	15	20	0	0	0
-1.6	-1.5	20	25	0.985959	0.0284598	0.0284598
-1.6	-1.5	25	30	0.975571	0.00541412	0.00541412
-1.6	-1.5	30	35	0.984235	0.00435233	0.00435233
-1.6	-1.5	35	40	0.99515	0.00361642	0.00361642
-1.6	-1.5	40	45	0.996038	0.00302021	0.00302021
-1.6	-1.5	45	1000	0.992307	0.00274677	0.00274677
-1.5	-1.4	15	20	0	0	0
-1.5	-1.4	20	25	1.00921	0.0311893	0.0311893
-1.5	-1.4	25	30	1.01431	0.00619525	0.00619525
-1.5	-1.4	30	35	1.02241	0.00490879	0.00490879
-1.5	-1.4	35	40	1.01548	0.00398637	0.00398637
-1.5	-1.4	40	45	1.02167	0.00330822	0.00330822
-1.5	-1.4	45	1000	1.01804	0.0029766	0.0029766
-1.4	-1.3	15	20	0.448356	0.443963	0.443963
-1.4	-1.3	20	25	1.01664	0.0314113	0.0314113
-1.4	-1.3	25	30	1.00018	0.00593336	0.00593336
-1.4	-1.3	30	35	0.976939	0.00447657	0.00447657
-1.4	-1.3	35	40	0.978069	0.0036225	0.0036225
-1.4	-1.3	40	45	0.982643	0.00297399	0.00297399
-1.4	-1.3	45	1000	0.986447	0.00270734	0.00270734
-1.3	-1.2	15	20	0	0	0
-1.3	-1.2	20	25	0.941962	0.0312798	0.0312798
-1.3	-1.2	25	30	0.946478	0.00674433	0.00674433
-1.3	-1.2	30	35	0.949504	0.00515801	0.00515801
-1.3	-1.2	35	40	0.945166	0.00405602	0.00405602
-1.3	-1.2	40	45	0.942879	0.00338454	0.00338454
-1.3	-1.2	45	1000	0.945154	0.00302265	0.00302265
-1.2	-1.1	15	20	0.218699	0.200631	0.200631
-1.2	-1.1	20	25	0.914203	0.0307852	0.0307852
-1.2	-1.1	25	30	0.964187	0.0066071	0.0066071
-1.2	-1.1	30	35	0.951521	0.00492472	0.00492472
-1.2	-1.1	35	40	0.949973	0.00377761	0.00377761
-1.2	-1.1	40	45	0.949927	0.00313232	0.00313232
-1.2	-1.1	45	1000	0.947851	0.00282455	0.00282455
-1.1	-1	15	20	1.14353	0.619127	0.619127
-1.1	-1	20	25	0.986003	0.0314322	0.0314322
-1.1	-1	25	30	0.955759	0.00569336	0.00569336
-1.1	-1	30	35	0.948214	0.00412996	0.00412996
-1.1	-1	35	40	0.953735	0.00322469	0.00322469
-1.1	-1	40	45	0.956063	0.00266688	0.00266688
-1.1	-1	45	1000	0.961387	0.00241115	0.00241115
-1	-0.9	15	20	0.65996	0.530502	0.530502
-1	-0.9	20	25	0.997461	0.0314484	0.0314484
-1	-0.9	25	30	0.958033	0.0054334	0.0054334
-1	-0.9	30	35	0.966909	0.00404041	0.00404041
-1	-0.9	35	40	0.965096	0.00303336	0.00303336
-1	-0.9	40	45	0.962962	0.00256458	0.00256458
-1	-0.9	45	1000	0.966848	0.00229062	0.00229062
-0.9	-0.8	15	20	0	0	0
-0.9	-0.8	20	25	0.967286	0.0297045	0.0297045
-0.9	-0.8	25	30	0.962965	0.0048343	0.0048343
-0.9	-0.8	30	35	0.965715	0.00340079	0.00340079
-0.9	-0.8	35	40	0.961118	0.00248839	0.00248839
-0.9	-0.8	40	45	0.96061	0.00208161	0.00208161
