-2.4	-2.1	15	20	0.981376	0.0141351	0.0141351
-2.4	-2.1	20	25	0.961466	0.006014	0.006014
-2.4	-2.1	25	30	0.97234	0.00355604	0.00355604
-2.4	-2.1	30	35	0.975618	0.00275314	0.00275314
-2.4	-2.1	35	40	0.965267	0.00244246	0.00244246
-2.4	-2.1	40	45	0.969613	0.00229568	0.00229568
-2.4	-2.1	45	1000	0.965151	0.00230949	0.00230949
-2.1	-1.85	15	20	0.98182	0.0155766	0.0155766
-2.1	-1.85	20	25	0.984228	0.006403	0.006403
-2.1	-1.85	25	30	0.98532	0.00338259	0.00338259
-2.1	-1.85	30	35	0.980726	0.00226939	0.00226939
-2.1	-1.85	35	40	0.982386	0.00178696	0.00178696
-2.1	-1.85	40	45	0.980549	0.00152505	0.00152505
-2.1	-1.85	45	1000	0.979323	0.0014726	0.0014726
-1.85	-1.6	15	20	0.967272	0.0171623	0.0171623
-1.85	-1.6	20	25	0.965492	0.00743625	0.00743625
-1.85	-1.6	25	30	0.962133	0.00427269	0.00427269
-1.85	-1.6	30	35	0.969542	0.00307998	0.00307998
-1.85	-1.6	35	40	0.969326	0.00243632	0.00243632
-1.85	-1.6	40	45	0.967923	0.00205802	0.00205802
-1.85	-1.6	45	1000	0.964632	0.00195456	0.00195456
-1.6	-1.4	15	20	0.98235	0.0180819	0.0180819
-1.6	-1.4	20	25	0.982479	0.0078185	0.0078185
-1.6	-1.4	25	30	0.986761	0.00411546	0.00411546
-1.6	-1.4	30	35	0.990703	0.00272057	0.00272057
-1.6	-1.4	35	40	0.988686	0.00189908	0.00189908
-1.6	-1.4	40	45	0.990202	0.00144687	0.00144687
-1.6	-1.4	45	1000	0.98559	0.00138032	0.00138032
-1.4	-1.2	15	20	0.996313	0.0213177	0.0213177
-1.4	-1.2	20	25	0.991496	0.00857776	0.00857776
-1.4	-1.2	25	30	0.987429	0.00411054	0.00411054
-1.4	-1.2	30	35	0.997901	0.00248704	0.00248704
-1.4	-1.2	35	40	0.993979	0.00167085	0.00167085
-1.4	-1.2	40	45	0.994351	0.00123817	0.00123817
-1.4	-1.2	45	1000	0.993093	0.00119514	0.00119514
-1.2	-1	15	20	0.993496	0.0207045	0.0207045
-1.2	-1	20	25	0.986318	0.00947137	0.00947137
