-2.4	-2.1	15	20	0.888614	0.00377226	0.00377226
-2.4	-2.1	20	25	0.906883	0.0022925	0.0022925
-2.4	-2.1	25	30	0.92055	0.00166487	0.00166487
-2.4	-2.1	30	35	0.927114	0.00137881	0.00137881
-2.4	-2.1	35	40	0.933098	0.00123848	0.00123848
-2.4	-2.1	40	45	0.938665	0.0011823	0.0011823
-2.4	-2.1	45	1000	0.937699	0.00115793	0.00115793
-2.1	-1.85	15	20	0.902406	0.00406985	0.00406985
-2.1	-1.85	20	25	0.926564	0.00228067	0.00228067
-2.1	-1.85	25	30	0.939919	0.00147454	0.00147454
-2.1	-1.85	30	35	0.951102	0.00106627	0.00106627
-2.1	-1.85	35	40	0.956616	0.000885469	0.000885469
-2.1	-1.85	40	45	0.960925	0.00077291	0.00077291
-2.1	-1.85	45	1000	0.96138	0.000715747	0.000715747
-1.85	-1.6	15	20	0.828301	0.00488207	0.00488207
-1.85	-1.6	20	25	0.847703	0.00286406	0.00286406
-1.85	-1.6	25	30	0.864429	0.00197559	0.00197559
-1.85	-1.6	30	35	0.874596	0.00156677	0.00156677
-1.85	-1.6	35	40	0.882823	0.00130068	0.00130068
-1.85	-1.6	40	45	0.888428	0.0010979	0.0010979
-1.85	-1.6	45	1000	0.890138	0.00101701	0.00101701
-1.6	-1.4	15	20	0.876836	0.00541099	0.00541099
-1.6	-1.4	20	25	0.900848	0.00285177	0.00285177
-1.6	-1.4	25	30	0.918833	0.00172983	0.00172983
-1.6	-1.4	30	35	0.927983	0.0013176	0.0013176
-1.6	-1.4	35	40	0.936102	0.0010118	0.0010118
-1.6	-1.4	40	45	0.94556	0.000810153	0.000810153
-1.6	-1.4	45	1000	0.946879	0.00073766	0.00073766
-1.4	-1.2	15	20	0.876659	0.00556821	0.00556821
-1.4	-1.2	20	25	0.906598	0.00281707	0.00281707
-1.4	-1.2	25	30	0.925817	0.00166206	0.00166206
-1.4	-1.2	30	35	0.937976	0.00117152	0.00117152
-1.4	-1.2	35	40	0.947516	0.000858433	0.000858433
-1.4	-1.2	40	45	0.955528	0.000683298	0.000683298
-1.4	-1.2	45	1000	0.958399	0.000612246	0.000612246
-1.2	-1	15	20	0.87165	0.00591082	0.00591082
-1.2	-1	20	25	0.901309	0.00301155	0.00301155
-1.2	-1	25	30	0.917457	0.00180492	0.00180492
-1.2	-1	30	35	0.931643	0.0012285	0.0012285
-1.2	-1	35	40	0.942437	0.000889617	0.000889617
-1.2	-1	40	45	0.95216	0.000703283	0.000703283
-1.2	-1	45	1000	0.953301	0.000649324	0.000649324
-1	-0.8	15	20	0.856546	0.006202	0.006202
-1	-0.8	20	25	0.889459	0.00306386	0.00306386
-1	-0.8	25	30	0.90413	0.00187147	0.00187147
-1	-0.8	30	35	0.919467	0.00126975	0.00126975
-1	-0.8	35	40	0.932471	0.000907833	0.000907833
-1	-0.8	40	45	0.939632	0.000755231	0.000755231
-1	-0.8	45	1000	0.942836	0.000686197	0.000686197
-0.8	-0.6	15	20	0.869539	0.00645785	0.00645785
-0.8	-0.6	20	25	0.906533	0.00296341	0.00296341
-0.8	-0.6	25	30	0.930385	0.00164918	0.00164918
-0.8	-0.6	30	35	0.945432	0.00103183	0.00103183
-0.8	-0.6	35	40	0.956179	0.000725129	0.000725129
-0.8	-0.6	40	45	0.963311	0.000588883	0.000588883
-0.8	-0.6	45	1000	0.967145	0.000522036	0.000522036
-0.6	-0.4	15	20	0.862489	0.00748486	0.00748486
-0.6	-0.4	20	25	0.915389	0.00289884	0.00289884
-0.6	-0.4	25	30	0.932775	0.00153022	0.00153022
-0.6	-0.4	30	35	0.948791	0.000952542	0.000952542
-0.6	-0.4	35	40	0.960326	0.000671261	0.000671261
-0.6	-0.4	40	45	0.967622	0.000547592	0.000547592
-0.6	-0.4	45	1000	0.970819	0.000488181	0.000488181
-0.4	-0.2	15	20	0.822783	0.00849646	0.00849646
-0.4	-0.2	20	25	0.867176	0.00344238	0.00344238
-0.4	-0.2	25	30	0.889954	0.00180315	0.00180315
-0.4	-0.2	30	35	0.903408	0.00125461	0.00125461
